,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
79052,W062009891,AMICALE DE L'OUEST,"assurer la formation professionnelle des groupes économiquement vulnérables : jeunes femmes désoeuvrées et jeunes démunis à travers des actions en faveur des déshérités dans le cadre des actions caritatives de l'amicale de l'ouest cameroun ; promouvoir la solidarité et l'entraide entre les amis de l'ouest cameroun résidents sur la côte d'azur ; contribuer à la valorisation et à la promotion de la culture de l'ouest cameroun à travers l'organisation d'évènements culturels ; promouvoir l'esprit d'entreprise par la formation au montage et à la gestion de micro-projets ; mener des actions de promotion et de lobbying auprès des acteurs du développement notamment dans les domaines de la santé, du développement durable à destination des populations de l'ouest cameroun",6,RUE,Jean Bonfante,6000,Nice,,A,6 RUE Jean Bonfante 6000 Nice,Indre,Centre-Val de Loire,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,7.2826869,43.7119745
79198,W062010037,NICE MON SOLEIL (NMS),"soutien aux orphelins et veuves du bénin, cameroun et de sénégal ; aide à la scolarité et à la santé ; soutien aux jeunes niçois en difficulté, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",14,AV,Paul Dufourmantel,6000,Nice,,A,14 AV Paul Dufourmantel 6000 Nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.269407,43.7112624
80360,W062011299,ASSOCIATION POUR LE  DÉVELOPPEMENT DE L'AGRICULTURE AU CAMEROUN,"aider au developpement de communautés agricoles en afrique, particulièrement au cameroun par l'accès aux bonnes pratiques agricoles via un enseignement approprié
favoriser l'accès à l'eau potable et l'irrigation
aider au developpement d'une agriculture de subsistance, puis à une coopérative agricole autour de plantations comme  : le cacao, le poivre, la banane, le maïs, l'hévéa et toutes cultures appropriées au territoire concerné dans le respect de l'environnement ; fournir du matériel de culture (manuel ou motorisé) ; développer des structures d'enseignements pluri-disciplinaires permettant l'accès à une connaissance de base en économie, culture générale ; subventionner les études des enfants de la communauté au moyen des revenus provenant de l'agriculture",70,AV,Henri Dunant,6100,Nice,,A,70 AV Henri Dunant 6100 Nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.2683912,43.7009358
80872,W062011814,SOLIDARITE AUX ENFANTS REFUGIES CENTRAFRICAINS CAMEROUN (S.E.R.C CAM),"améliorer les conditions de vie des mineurs réfugiés centrafricains exilés au cameroun, lesquelles sont fortement dégradées à cause des conditions dexil très difficiles quont subi ces mineurs ainsi que de la pauvreté des territoires daccueil ; donner aux mineurs réfugiés les moyens de se développer physiquement, socialement, professionnellement et culturellement ; permettre aux personnes mineurs réfugiés de sépanouir et développer leur autonomie afin quils puissent se construire un avenir stable et serein ; sensibiliser le public français et notamment les habitants des alpes maritimes à la cause quelle défend et promouvoir la culture des habitants des territoires aidés ;",40,BD,Joseph Garnier,6000,Nice,,A,40 BD Joseph Garnier 6000 Nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.2572292,43.7102111
81294,W062015236,INSTITUT ASSOCIATIF ACADEMIC AMAANA,"a pour objet : centre d'éducation franco-arabe en afrique au cameroun, destiné à accueillir les enfants orphelins, les jeunes et les femmes démunis pour leur apprendre à lire, à écrire ; leur donner une éducation afin de leurs permettre d'accéder aux formations diverses, accéder aux études supérieures, accéder au monde du travail par des bases de connaissances solides",16,RUE,Gustave Garaud,6300,Nice,,A,16 RUE Gustave Garaud 6300 Nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.29393031517568,43.70564005
86800,W071006112,ECOLES MATERNELLES ET ELEMENTAIRES DE L'OUEST DU CAMEROUN - EMEOC,aider matériellement et pédagogiquement des écoles rurales de l'ouest du cameroun,125-12,RTE,de la Cité,7200,Saint-Étienne-de-Fontbellon,,A,125-12 RTE de la Cité 7200 Saint-Étienne-de-Fontbellon,Seine-et-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,4.3775456,44.5957766
88959,W072001737,ANERA (ASSOCIATION POUR UNE NOUVELLE ECONOMIE RURALE AFRICAINE),"initier et soutenir, au cameroun, et plus particulièrement dans la province de l'ouest, des projets de micro développement local, à l'échelle du village, permettant d'éviter l'exode rural par la création d'une économie intégrant nouvelles technologies et tradition dans le cadre d'un développement durable et équitable ; faire connaître en france, les cultures de l'ouest cameroun par des manifestations diverses (expositions, spectacles, ateliers, rencontres etc) ; initier et faciliter le commerce équitable entre les deux pays",33,QUAI,Jean Jaurès,7800,La    Voulte-sur-Rhône,,A,33 QUAI Jean Jaurès 7800 La    Voulte-sur-Rhône,Yvelines,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.7852851,44.8025503
92015,W073000961,"ASSOCIATION POUR LA PROMOTION DE LA FRANCOPHONIE ET D'UN MODÈLE DE DÉVELOPPEMENT ÉDUCATIF, RURAL, SOCIAL ET DE SANTÉ AU CAMEROUN (ASOMOCAM)","promouvoir le développement de la culture francophone (structure scolaire et création d'une bibliothèque avec centre d'animation socio-culturelle de quartier) au cameroun et contribuer à l'aide à la formation professionnelle de jeunes par tout moyen à sa convenance en conformité avec les règlements internationaux, promouvoir un développement rural, social et de santé de type solidaire sous forme de partenariats avec d'autres associations concourant aux mêmes buts, ce partenariat s'exprime sous forme de conventions conformes à l'article 17 des présents statuts",18,PL,de la Mairie,7130,Saint-Péray,,A,18 PL de la Mairie 7130 Saint-Péray,Seine-et-Marne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,4.8408914,44.9443395
96745,W081001536,"ASSOCIATION CAMEROUN ARDENNES (A, C, A )","créer une chaîne de solidatité entre les membres, favoriser l'intégration des membres à travers des actions très varièes mener des actions humanitaires en direction du cameroun en apportant des outils d'aide à l'autonomie des peuples faire barrière au sidaz développer le tourisme vers le cameroun",35,RUE,Albert Poulain,8000,Villers-Semeuse,,A,35 RUE Albert Poulain 8000 Villers-Semeuse,Yvelines,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.7474521,49.7451462
100801,W083000626,SOLIDARITE ORPHELINAT SIDA CAMEROUN (SOS CAMEROUN),"aider  orphelins du cameroun, faire face à leur détresse quotidienne, à maladie, développer activités pour  donner  vie meilleure",30,RUE,Lavoisier,8200,Sedan,,A,30 RUE Lavoisier 8200 Sedan,Yvelines,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.9199087,49.7023329
101434,W083004360,UNIS PAR STOLL,"établir et faciliter la solidarité entre ses membres ; 
-être un organisme d'appui/aide au collège stoll d'akono (cameroun) ; 
-sauvegarder et consolider des liens entre membres ; 
-promouvoir le vivre-ensemble ; 
-proposer des manifestations et actions sociales dans le but de promouvoir l'unité entre les membres d'une part et de faire partager cela aux générations futures d'autre part",6,RUE,d'Ambly,8450,Neuville-à-Maire,,A,6 RUE d'Ambly 8450 Neuville-à-Maire,Yvelines,Île-de-France,ÉDUCATION  FORMATION,AUTRES,4.8564267,49.5812177
102258,W091000076,09 CAMEROUN,aide au fonctionnement des hopitaux et associations camerounaises et developpement des actions de prevention. aide aux activites scolaires et agricoles. ramassage des medicaments sur le territoire national.,3,RUE,Emile Gaillard,9100,Pamiers,,A,3 RUE Emile Gaillard 9100 Pamiers,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.6224662,43.114662
113056,W103001586,A L'AUBE DU CAMEROUN,"créer, développer, améliorer les infrastructures locales, permettant une bonne qualité de vie, dans les domaines de l'hygiène, l'éducation, la santé et le social",18,RUE,de Preize,10000,Troyes,,A,18 RUE de Preize 10000 Troyes,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.0744239,48.3008799
113519,W103002050,CAP DÉCOUVERTE SUD CAMEROUN,"promouvoir, financer et réaliser des programmes concrets d'aide en faveur de régions défavorisées du cameroun, dans les domaines de l'agriculture, de l'eau potable et de l'assainissement, de l'éducation, du social, de la santé, du tourisme solidaire et de la protection de l'environnement",7,RUE,Général de Gaulle,10000,TROYES,,A,7 RUE Général de Gaulle 10000 TROYES,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.0757692,48.2999748
113668,W103002200,SOME ASSOCIATION DES AMIS D' EBODJE ET AUTRE VILLAGES DE CAMPO MA'AN AU CAMEROUN,"à partir du village de courteranges, développer une amitié entre les villages de la région côtière de campo ma'an, en particulier celui d'ebodjé, et la france par diverse actions",,,,10270,Courteranges,,A,10270 Courteranges,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.23855,48.26775
114490,W103003022,ADI : ACTION POUR LE DÉVELOPPEMENT PAR L'INNOVATION,fédérer la diaspora camerounaise jeune tant pour son dynamisme que pour ses compétences ; développer un écosystème adéquat pour favoriser l'émergence et l'éclosion de projets au cameroun et en afrique en général ; participer activement au développement économique et intellectuelle des populations,12,RUE,Brissonnet,10000,Troyes,,A,12 RUE Brissonnet 10000 Troyes,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.0806797,48.3021324
115351,W103003886,ASSOCIATION BIEN ETRE ET DEVELOPPEMENT DE L'ENFANT ABEDE,"suite au début de notre action en août et décembre 2014, aider et avancer dans de meilleurs conditions au développement et accompagnement de l'enfant dans l'arrondissement et commune de dzeng, située dans le département du nyong et so'o, région du centre au cameroun ; besoins d'aides physique, morale et intellectuelle ; développement par les activités sportives, bien être commun par des ateliers d'organisations de fêtes, vacances scolaires, kermesse en juillet et tournoi de foot en août ; pour les fêtes de fin d'année distribution de jouets à noël et friandises le 1er janvier ; aide à la scolarisation des enfants par le biais de dons de fournitures scolaires et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",44,RUE,des Teinturiers,10000,Troyes,,A,44 RUE des Teinturiers 10000 Troyes,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.0890751,48.3009124
116837,W111000034,AIDE FRANCE CAMEROUN POUR L'INSERTION DES HANDICAPES - A.F.C.I.H.,oeuvrer pour l'insertion sociale et professionnelle des handicapes camerounais demunis,22 bis,RUE,du Barry,34220,Saint-Pons-de-Thomières,,A,22 bis RUE du Barry 34220 Saint-Pons-de-Thomières,Hérault,Occitanie,CONDUITE D'ACTIVITÉS ÉCONOMIQUES,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.7620693,43.4867964
122314,W111008617,CAMEROON POSITIV DIASPORA,"être un trait-d'union entre la représentation diplomatique du cameroun en france et les camerounais de france ; 
faciliter la recherche de solutions aux problèmes que rencontrent les camerounais de france qui nous sollicitent ; 
proposer un cadre de réflexion et de travail pour faciliter et libérer le génie des camerounais de france",4,RTE,de Narbonne,11800,Trèbes,,A,4 RTE de Narbonne 11800 Trèbes,Aude,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4425268,43.2031019
129321,W113003851,"DYNAMIQUE AFRICAINE  "" DYNAF""","soutenir et prolonger en france, au cameroun et en république démocratique du congo l'action développée au sein du collège bilingue jean onguene de bonis à bertoua, du centre de santé ava de yaounde, de la mairie d'evodoula, de la mairie de monatele ,  de la ferme agro pastorale au kassï oriental",8 APTn°2,RUE,des Anciennes Ecoles,11340,Belvis,,A,8 APTn°2 RUE des Anciennes Ecoles 11340 Belvis,Aude,Occitanie,INTERVENTIONS SOCIALES,AUTRES,2.07303,42.8509
139209,W122004049,MEDCAMER FRANCE,"apporter une contribution active à l'accès et l'amélioration de la santé des populations, l'évolution des pratiques médicales et des métiers de la médecine au cameroun ; participer à l'éducation des populations et personnels médicaux au cameroun ; promouvoir les collaborations et réflexions interprofessionnelles, le partage d'expériences et les échanges entre les professionnels de santé ; promouvoir les rapports confraternels ; promouvoir l'application des normes et standards internationaux régissant la formation médicale, la pratique médicale, de même que de ceux adaptés au contexte local et reconnus comme tels par les institutions compétentes ; stimuler la participation du corps médical au débat social sur la santé et le développement au cameroun",13,RUE,Alphonse Daudet,12450,Luc-la-Primaube,,A,13 RUE Alphonse Daudet 12450 Luc-la-Primaube,Aveyron,Occitanie,SANTÉ,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.5626452389392327,44.287486
142691,W123002095,ROCARD - A COEUR VAILLANT RIEN D'IMPOSSIBLE,"organisation de soirées afro trap universelles, de matchs de gala pour pouvoir récolter des fonds afin de venir en aide aux personnes défavorisées notamment des enfants dans les orphelinats mais aussi dans les prisons centrales basées au cameroun dans les villes de douala, sangmelima et bandjoun",23,RUE,Pierre Polier,12200,Villefranche-de-Rouergue,,A,23 RUE Pierre Polier 12200 Villefranche-de-Rouergue,Aveyron,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,CLUBS DE LOISIRS/ RELATIONS,2.0375301,44.3504336
146953,W131003764,TAM TAM DE L'ESPOIR,contribuer a la scolarisation des enfants en milieu defavorise au cameroun,,ALL,des Suilles,13680,Lançon-Provence,,A,ALL des Suilles 13680 Lançon-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.1054709,43.5905044
152047,W131008866,"AMITIÉ ""UN POUR TOUS, TOUS POUR UN""","resserrer les liens, la solidarité, l'entraide et la convivialité entre ses membres camerounais et sympathisants",4,AV,du 8 mai,13090,Aix-en-Provence,,A,4 AV du 8 mai 13090 Aix-en-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,5.4328046,43.5225157
153202,W131010024,AFROCAMER,"développer des activités traditionnelles, artistiques, musicales, théâtrales, danses, basées sur les traditions camerounaises et africaines ; partager les valeurs culturelles camerounaises et africaines ; favoriser et développer toutes autres activités culturelles pouvant conduire au développement et à l'épanouissement humain ; servir d'appui, de soutient moral, physique ou matériel à toute personnes ayant des difficultés administratives, sociales, académiques, professionnelles ou tout autre difficulté humaine pouvant être résolu par l'association",18,RUE,Alain Savary,13090,Aix-en-Provence,www.afrocamer.org,A,18 RUE Alain Savary 13090 Aix-en-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),5.4372566,43.518319
154340,W131011162,ASSOCIATION D'ÉTUDIANTS CAMEROUNAIS D'AIX-MARSEILLE (ASECAMA),"faciliter l'intégration des étudiants camerounais et sympathisants d'aix-marseille et ses environs par la promotion de la solidarité, la communication et des échanges culturels",10,CHEM1,du Bassin,13014,Marseille 14,,A,10 CHEM1 du Bassin 13014 Marseille 14,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ÉDUCATION  FORMATION,5.3905916,43.3463614
