id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W122005079,ZAHRAT AL HAYAT,"créer et échanger autour de la danse et principalement de la danse orientale, danse du monde et danse prénatale et post-natale ;
favoriser, développer et promouvoir des créations chorégraphiques, des spectacles et tous types de manifestations événementielles, des formations (cours, stages, ateliers chorégraphiques, animations de sensibilisation, formations);
collaborer avec d'autres intervenants du monde de la danse (artistes, associations, salles de danse, salles de spectacle) , ou du monde médical ou social;
participer à des actions bénévoles et caritatives, des sorties et voyages culturels",19,RUE,de l'Emeraude,12510,Druelle Balsac,,A,Post
W122005091,PROMOTION EGC 30,"promouvoir l'ecole de gestion et de commerce de rodez et notamment faire connaître la promotion, dont le numéro est indiqué dans le titre, auprès des entreprises et du grand public par des activités culturelles, sportives, médiatiques ou plus étroitement liées au programme pédagogique",5,RUE,de Bruxelles,12000,Rodez,https://www.egc-occitanie.fr/campus/rodez/,A,Ecole
W122008110,K-RAID,"s'inscrire dans une démarche solidaire et humanitaire afin de favoriser l'accès à l'éducation des enfants vivant dans les pays défavorisés de l'europe de l'est , de promouvoir et favoriser les échanges culturels à l'échelle européenne , de permettre la découverte des différentes cultures européennes, d'encourager la solidarité à travers l'organisation de différents événements et actions à caractères sociaux ouvert à tout public et de participer à une action de rencontre mais aussi de partage en europe",10,BD,Denys Puech,12000,Rodez,,A,Ouvert
W122008116,ASSOCIATION USEP DE L'ÉCOLE MATERNELLE JEAN BOUDOU,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles dans le cadre d'un fonctionnement démocratique, elle contribue à l'éducation globale des enfants",1,PL,du ségala,12450,Luc-la-Primaube,,A,Boudou
W122008123,LOU GRELH ROUERGAT ECOLE FELIBREENNE DU ROUERGUE,étude défense et  maintien de la langue d'oc,17,AV,de la république,12000,Rodez,,A,Ecole
W122008125,ANIMATION CULTURELLE A LEDERGUES,animer et organiser de diverses manifestations culturelles et de loisirs tout au long de l'année dans le village ;,...,,Mairie,12170,LEDERGUES,,A,Long
W122008138,ASSOCIATION SPORTIVE USEP ECOLE JEAN BOUDOU LA PRIMAUBE,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, dans le cade d'un fonctionnement démocratique ; elle contribue à l'éducation globale des enfants ;",1,PL,du Ségala,12450,Luc-la-Primaube,,A,Boudou
W122008143,MEME PAS CAP',"organiser manifestations ou événements divers, la participation à tous raids ou rallyes, motorisés ou non, solidaires, la création d'échanges entre associations ayant le même but, la vente des produits dérivés, et la recherche et obtention de subventions",4,RUE,de la Mairie,12450,Luc-la-Primaube,,A,Meme
W122008172,SANTA CHE SPORTING CLUB,"mettre en place une salle de musculation (fitness) associative dans notre village, la salle la plus proche étant de 25 kms",...,PL,de la Mairie,12470,Saint-Chély-d'Aubrac,,A,Santa
W122008197,UNE ECOLE POUR SAINT SATURNIN DE LENNE,"assumer juridiquement, économiquement, financièrement et socialement la gestion de l'établissement d'enseignement du village,  assurer la mise en uvre matérielle du projet éducatif, employer les personnels de droit privé, enseignant compris : l'association peut se livrer à toute activité de gestion se rapportant directement ou indirectement, à l'éducation, l'enseignement, la formation et la culture sous toutes leurs formes et d'une manière générale se livrer à toute activité en lien avec son objet principal : l'association a vocation à organiser des manifestations dont les bénéfices sont utilisés pour le fonctionnement de l'école ainsi que pour le financement d'activités pédagogiques :l'association peut passer convention avec l'etat, les collectivités territoriales ainsi qu'avec tout organisme concourant même partiellement à son objet : l'association peut acquérir tous les biens nécessaires à la réalisation de son objet ou en avoir la jouissance",,AV,de la Gare,12560,Saint-Saturnin-de-Lenne,,A,Ecole
W122008198,LES AMIS DE SAINT LOUP ET SAINT PAUL,restaurer et mettre en valeur des fresques de nicolaï greschny dans l'église saint loup ; sauvegarder le patrimoine des églises saint loup et saint paul de salles-la-source,,COUR1,du Musée,12330,Salles-la-Source,,A,Saint Paul
W122008201,COMITE INTERNATIONAL DE SOUTIEN A MATHIAS ECHENE,"prêter assistance et soutien à mathias echene dans l'ensemble des procédures judiciaires nationales et internationales concernant les différentes procédures qui découlent des procès et jugements qui l'ont opposé et qui l'opposent à monsieur joory, monsieur yeh, monsieur lautier, monsieur cukierman ; 
prêter assistance et soutien à mathias echene dans l'ensemble des procédures auprès d'interpol ; 
prêter assistance et soutien à mathias echene dans l'ensemble des procédures judiciaires en indonésie ; 
prêter assistance et soutien à mathias echene dans l'ensemble des procédures judiciaires à hong kong",,,Clausevignes,12330,Valady,,A,Kong
W122008246,USEP ECOLE PRIMAIRE PIERRE LOUBIERE,"former à la responsabilité, au civisme, et à l'autonomie par la pratique sportive",,PL,de la Fontaine,12510,Olemps,,A,Ecole
W122008263,"""LES 3H - HEALTHY & HAPPY HOUSE""","aider les personnes à avoir ou à retrouver un style de vie sain et actif et, au travers d'ateliers de nutrition et de brunchs, leur apprendre les bases d'une alimentation équilibrée",2,IMP,des Grillons,12510,Olemps,,A,Sain
W122008282,LES AMIS DU BOIS DU BAC,"entretenir et valoriser le patrimoine naturel ou historique sur la commune de sénergues ; créer et entretenir un sentier pédestre sur les terrains dits du bois du bac, le long du ruisseau du tayrac et ses cascades ; revaloriser et maintenir des sentiers ou espaces naturels ; 
valoriser des éléments du patrimoine ; favoriser toutes animations culturelles et pédagogiques liées au  patrimoine",31,RUE,Louis le Pieux,12320,Sénergues,,A,Long
W122008294,COMITE D'ANIMATION DE GAILLAC D'AVEYRON,"organiser les différentes manifestations tout au long de l'année tels que les feux de la st jean, la fête locale en août, ainsi que des repas tout au long de l'année, il aiderait également à la gestion d matériel du bien commun",,,Lespinasse,12310,Gaillac-d'Aveyron,,A,Long
W122008295,ECOLE DE DANSES TRADITIONNELLES 'LES BRUYÈRES',enseigner et promouvoir les danses traditionnelles,,,Mairie,12800,Sauveterre-de-Rouergue,,A,Ecole
W122008299,TEAM GRIGNAC STEPHANE (TGS),"organiser et participer à des évènements sportifs (rallyes et raids divers dans le monde tel que le dakar, le merzouga rallye, les courses de sables etc et ou culturels comportant au moins un volet humanitaire ; aux fins de réalisation dudit objet et afin de recueillir des fonds nécessaires à la participation du (team grignac stéphane"" aux divers raids et rallyes, l'association utilisera les moyens d'action suivant s ; organiser toutes opérations de communication ; organiser toutes autres opérations non limitatives ; organiser des manifestations et toute initiative pouvant aider à la réalisation de l'objet de l'association ; organiser la vente permanente ou occasionnelle de tous produits ou services entrant dans le cadre de son objet ou susceptible de contribuer à sa réalisation ; l'association s'interdit toute discrimination, veille au respect de ce principe et garantit la liberté de conscience pour chacun de ses membres ;",4,CHEM1,du Roucat,12500,Espalion,,A,Dakar
W122008355,CAFE ASSOCIATIF DE SAINTE RADEGONDE,"proposer aux adhérents et à la population un lieu de vie convivial, pour échanger et se rencontrer dans la tolérance et le respect des autres, ouvert à toutes les générations dans l'objectif du vivre ensemble ; 
gérer l'activité dépôt de pain et café ainsi que d'autres offres de services qui seront définies par les responsables au fur et à mesure des possibilités ; 
proposer des services pouvant répondre aux besoins de la vie quotidienne des habitants ; 
pérenniser et développer des activités artisanales locales, les commerces locaux  et l'agriculture bio, locale et solidaire, avec les partenaires de proximité, et toute activité économique d'intérêt général, répondant aux attentes des habitants et adhérents",1,PL,de la Mairie,12850,Sainte-Radegonde,,A,Ouvert
W122008434,"ECOLE, DROIT ET JUSTICE","permettre de construire un commun pour un meilleur vivre ensemble, accompagner les jeunes dans la découverte du droit et des lois, expliquer et simplifier le fonctionnement de nos institutions, stimuler la réflexion sur l'application de la loi, faire prendre conscience de l'omniprésence des droits, organiser des débats et des échanges dans divers établissements, apporter une assistance, une aide et réaliser des actions de solidarité auprès de populations vulnérables",7,RUE,des Colibris,12850,Onet-le-Château,,A,Ecole
W122008455,LES JARDINS D'OLT,"faire participer les résidents de l'ehpad et de l'usld de l'hôpital de saint-geniez-d'olt et d'aubrac à des ateliers thérapeutiques en vue de cultiver fleurs, fruits et légumes qui pourront être revendus ainsi que certaines fabrications de la main des résidents ; développement de partenaires financiers et institutionnels ;",,RUE,Etienne Rivié,12130,Saint Geniez d'Olt et d'Aubrac,,A,Main
W122008469,"O-, ON IRA LOIN !",fournir des fournitures scolaires et sportives aux enfants démunis au maroc,30,CHEM1,de Maquefabes,12310,Laissac-Sévérac l'Eglise,,A,Loin
W122008477,V'OLT FACE,participer à la diversification culturelle de notre territoire et de rassembler les habitant-e-s du secteur autour d'animations intergénérationnelles tout au long de l'année sur le secteur d'entraygues-sur-truyère ;,3,PL,de l'église,12140,Entraygues-sur-Truyère,,A,Long
W123000020,SECURI VIE ST LOUIS CAPDENAC GARE,securite routiere urbaine domestique,,,,12700,Capdenac-Gare,,A,Gare
W123000025,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE JEAN MACE DE DECAZEVILLE,financer les sorties scolaires et les projets pédagogiques de l'école,7,RUE,Jean Moulin,12300,Decazeville,,A,Ecole
W123000070,ASSOCIATION DES PARENTS D'ELEVES DES ECOLES PUBLIQUES DE RIEUPEYROUX,favoriser les actions culturelles autour de l'ecole,7,RUE,de la Calquière,12240,Rieupeyroux,,A,Ecole
W123000076,LES RANDONNEURS DU MONTET,randonnee pedestre,,,,12110,Cransac,,A,Montet
W123000084,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE LIVINHAC-LE-HAUT,"contribuer au maintien des principes laïques de neutralité scolaire, d'objectivité et de tolérance sur lequel repose l'enseignement public ; favoriser et faciliter le rapport entre les parents d'élèves de l'établissement scolaire, le corps enseignant et les autorités dans le ressort de l'association ; assurer la représentation des familles dans les conseils et organismes existants ; apporter son concours aux administrations en vue d'améliorer les conditions de vie scolaire et périscolaire des élèves ; susciter et poursuivre toute action capable de développer son rôle",,,Avenue de Panassié,12300,Livinhac-le-Haut,,A,Ecole
W123000094,UNIVERSITE RURALE DU QUERCY ROUERGUE,"appui aux structures de l'économie sociale et solidaire dont les associations, accompagner des collectivités territoriales, institutions publiques ou privées et tout collectif portant des projets participatifs, former tout au long de la vie, expérimentation territoriale et citoyenne et recherche-action",,,Chemin de Treize Pierres,12200,Villefranche-de-Rouergue,,A,Long
W123000112,ASSOCIATION YAKA,collecte et envoi de medicaments vers divers dispensaires de pays en voie de developpement,,,,12200,Villefranche-de-Rouergue,,A,Yaka
W123000123,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE LA CAPELLE BALAGUIER,défendre les intérêts des élèves de l'école,,,Mairie,12260,La Capelle-Balaguier,,A,Ecole
W123000125,CLUB DE PECHE AU COUP L'ARDILLON-CAPDENACOIS,organisation de concours de pêche ; promotion des jeunes â la pêche de competition par le biais d'une ecole de pêche,,,Place Jean Jaurès,12700,Capdenac-Gare,,A,Ecole
W123000137,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE MONTBAZENS,aider l'ecole,,,Place du Foirail Haut,12220,Montbazens,,A,Ecole
W123000156,AGILITY CLUB D'EDUCATION CANINE ET D'OBEISSANCE DE VILLENEUVE D'AVEYRON,d'une part conseiller et guider ses adhérents dans l'éducation de leurs chiens pour que ceux-ci s'intégrent bien dans l'environnement social et d'autre part assurer la promotion et la bonne pratique des activités canines reconnues par la société centrale canine pour permettre le développement des aptitudes des différentes races afin que les chiens soient mieux en mesure de participer aux épreuves et concours organisés par la société centrale canine et par ses membres,,,,12260,Villeneuve,http://club.quomodo.com/agility_club_villeneuve_d-aveyron/?fbcli,A,Guider
W123000165,"CONSEIL DES PARENTS D'ELEVES DE BOUILLAC, BOISSE-PENCHOT","veiller â la defense des interêts materiels et moraux de l'ecole laïque, repre senter les parents auprès des pouvoirs publics, documenter les parents sur tout ce qui concerne la vie et l'orientation de l'enfant",19,RUE,Château Bas,12300,Boisse-Penchot,,A,Ecole
W123000167,COMITE D'ANIMATION DE L'ECOLE PRIVEE DE SANVENSA,"animer, creer, innover, soutenir les activites de l'ecole privee",,,,12200,Sanvensa,,A,Ecole
W123000187,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE ST ANDRE DE NAJAC,aider l'ecole,,,Mairie,12270,Saint-André-de-Najac,,A,Ecole
W123000189,ECOLE DES JEUNES DE VILLEFRANCHE XIII AVEYRON,ppratique du rugby à xiii dans les diverses disciplines et catégories dans leurs championnats et challenges,,,Place Jean Jaurès,12200,Villefranche-de-Rouergue,,A,Ecole
W123000196,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE VAILHOURLES,"cette association a pour but a travers diverses manifestations : quine, repas de fin d'annee ... d'apprendre a se connaitre entre parents, de se rencontrer dans et a l'exterieur de l'ecole, de contribuer a financer des projets pedagogiques",,,,12200,Vailhourles,,A,Ecole
W123000235,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE SAINT-REMY,participer financièrement à la vie des écoles publiques de st rémy en organisant des manifestations extra-scolaires,,,École Les Acacias,12200,Saint-Rémy,,A,Ecole
W123000239,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE CAUSSE ET DIEGE,aider l'école,,,Ecole,12700,Causse-et-Diège,,A,Ecole
W123000244,CENTRE DE VARIETES DE CAPDENAC GARE,spectacles de variétés,,,,12700,Capdenac-Gare,,A,Gare
W123000273,HEI LONG PAI,"diffuser les différents styles de kung fu, en intégrant leurs pensées leurs cultures et philosophies ; développer l'esprit martial, l'éducation, le respect et l'amitié ; le maintien des traditions propres à cette discipline ; les cours seront accessibles aux enfants et aux adultes (à partir de six ans et sans limite d'âge)",1,RUE,des Potiers,12200,Villefranche-de-Rouergue,,A,Long
W123000291,"FESTIVAL BD, LIVRE ET JEUNESSE",organisation de manifestations culturelles autour du livre et de la bande dessinée sur le territoire de la communauté de communes dont fait partie la commune de la fouillade (aveyron),,,,12270,La Fouillade,,A,Bande
W123000293,ASSOCIATION DE COURSES DE LEVRIERS DE L'AVEYRON DE CRANSAC LES THERMES ET AUBIN,conseiller et guider ses adhérents dans l'éducation de leurs chiens pour que ceux-ci s'intégrent bien dans l'environnement social ; assurer la promotion et la bonne pratique des activités canines reconnues par la société centrale canine pour permettre le développement des aptitudes des différentes races afin que les chiens soient mieux en mesure de participer aux épreuves et concours organisés par la société centrale canine et par ses membres,,,La Martinie,12110,Aubin,,A,Guider
W123000362,A LIVRE OUVERT,promotion de la lecture,,,,12270,Najac,,A,Ouvert
W123000423,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE JULES-FERRY,participation aux diverses manifestations durant l'année scolaire,,,,12110,Aubin,,A,Ecole
W123000428,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DES ALBRES,"groupement des chefs de famille ayant la charge des enfants inscrits a l'ecole - toute activites susceptibles d'apporter un soutien materiel et moral a l'ecole, aux familles et aux maitres",,,,12220,Les Albres,,A,Ecole
W123000431,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE MALEVILLE,intérêt des enfants et de la famille à l'école,,,,12350,Maleville,,A,Ecole
W123000434,ASSOCIATION DES PARENTS D'ELEVES DE TOULONJAC,aider l'ecole par des manifestations extra-scolaires,...,PL,de la mairie,12200,Toulonjac,,A,Ecole
W123000446,ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE SAINTE ROSE,aider l'ecole,,,,12300,Firmi,,A,Ecole
W123000448,FCPE CAPDENAC-GARE,aider l'ecole,70,AV,Albert Thomas,12700,Capdenac-Gare,,A,Gare
W123000449,CONSEIL DES PARENTS D'ELEVES DE L'ECOLE FRANCOIS FABIE,regrouper l'ensemble des parents d'élèves ; propager et défendre l'idéal laïque ; assurer une liaison permanente entre tous les personnels ; susciter et poursuivre toutes actions capables de développer son rôle de mouvement d'éducation permanente pour les familles ; d'accroître le rayonnement de l'établissement en créant ou développant des activités culturelles et sportives ou des oeuvres sociales ; coordonner l'action éducative des parents et des éducateurs,,,Quartier Saint-Michel,12300,Decazeville,,A,Ecole
W123000450,ASSOCIATION DES PARENTS D'ELEVES - ECOLE DE MORLHON LE HAUT,"regrouper l'ensemble des parents d'élèves de l'établissement scolaire, formuler en leur nom des voeux sur tout objet concernant les intérêts moraux et matériels de l'établissement scolaire, des élèves qui le fréquentent ou de leurs parents, d'en suivre la réalisation et de veiller à leur application ; propager et défendre l'idéal laïque, promouvoir et faireréer un service public unifié et laïque de l'éducation nationale, gratuit, respectueux de toutes les familles de pensée sans en privilégier aucune et soucieux d'apporter à chacun des élèves le plus complet épanouissement de sa personnalité et les meilleures chances d'insertion sociale ; assurer une liaison permanente entre tous les personnels de l'établissement scolaire et les parents d'élèves, favoriser et faciliter les rapports individuels et collectis entre eux en s'évertuant de créer un climat de confiance réciproque ; d'une façon générale, de susciter et poursuivre toutes actions capables de développer son rôle de mouvement d'éducation permanente pour les familles ; d'accroître le rayonnement de l'établissement en créant ou développant des activités culturelles et sportives ou des oeuvres sociales à l'intention des élèves et leurs parents ; coordonner enfin l'action éducative des parents et des éducateurs de leurs enfants",,,,12200,Morlhon-le-Haut,,A,Ecole
W123000452,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE SANVENSA,aider l'ecole,,,,12200,Sanvensa,,A,Ecole
W123000467,BANDA' BONO,groupe musical,,,Place Bernard Lhez,12200,Villefranche-de-Rouergue,,A,Bono
W123000473,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DES VILLAGES D'OLT,concourir au fonctionnement et à la défense de l'école des villages d'olt ainsi qu'à toute autre activité connexe,,,,12260,Ambeyrac,,A,Ecole
W123000482,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE LUGAN,aider l'école,,,,12220,Lugan,,A,Ecole
W123000485,ASSOCIATION DES PARENTS D'ELEVES AGNAC-LABESSENOITS,aider l'ecole,,,,12300,Flagnac,,A,Ecole
W123000490,ASSOCIATION DES PARENTS D'ELEVES (APEL) ECOLE NOTRE DAME DRULHE,"mettre en oeuvre et faire connaître le projet du mouvement d'appartenance à un mouvement national ; adhérer à l'apel du département de l'aveyron, à l'apel de l'académie de toulouse et à l'apel national ; réunir toutes les personnes investies de l'autorité parentale à l'égard des enfants scolarisés dans l'établissement et assurer leur information ; représenter les familles auprès des pouvoirs publics et de toutes autorités civiles et religieuses et plus généralement auprès des tiers ; étudier toutes questions se ratachant à l'écucation des enfants, à leurs droits, leurs devoirs et ceux de leurs familles ; permettre une entraide mutuelle des familles de l'établissement ; apporter à la vie de la communauté éducative et la promouvoir dans le respect des compétences de chacun",,,,12350,Drulhe,,A,Ecole
W123000492,ASSOCIATION DES PARENTS D 'ELEVES DU COLLEGE PRIVE ST LOUIS DE CAPDENAC GARE,favoriser le college,18,RUE,Carnot,12700,Capdenac-Gare,,A,Gare
W123000502,ASSOCIATION DES PARENTS D'ELEVES DES ECOLES DE LA CAPELLE-BLEYS ET LESCURE-JAOUL,aider l'ecole,,,Le Bourg,12240,La Capelle-Bleys,,A,Ecole
W123000522,ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE JEANNE D'ARC CAPDENAC,soutien de l'école,28,RUE,Carnot,12700,Capdenac-Gare,,A,Ecole
W123000524,ASSOCIATION GROSBOBO,"organiser des activités éducatives destinées aux enfants scolarisés ou non dans le but d'informer l'enfant sain sur le monde hospitalier, il est aussi prévu des actions dans le but d'améliorer l'accueil de l'enfant malade au sein de l'hôpital p delpech à decazeville",,,,12300,Boisse-Penchot,,A,Sain
W123000545,ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE (APEL) DE L'ECOLE SAINTE ANNE DE SANVENSA,"favoriser et garantir le libre choix de l'école, conformément au droit naturel des parents à l'éducation et à l'instruction de leurs enfants, selon leur conscience ; promouvoir le caractère propre de l'enseignement catholique, exprimé dans le projet éducatif de l'établissement, en collaboration avec ses responsables et les organismes concernés ; mettre en uvre et faire connaître le projet du mouvement des apel et renforcer le sentiment d'appartenance à un mouvement national ; à cet effet, l'association adhère à l'apel du département de l'aveyron, adhérente à l'apel de l'académie de toulouse, elle-même membre de l'apel nationale ;
réunir toutes les personnes investies de l'autorité parentale à l'égard des enfants scolarisés dans l'établissement et assurer leur information ; représenter les familles auprès des pouvoirs publics et de toutes autorités civiles ou religieuses, et plus généralement auprès des tiers ; étudier toutes questions se rattachant à l'éducation des enfants, à leurs droits et leurs devoirs et ceux de leur famille ; permettre une entraide mutuelle des familles de l'établissement ; participer à la vie de la communauté éducative et la promouvoir, dans le respect des compétences du chacun ; apporter son soutien à l'établissement et contribuer à son animation ;",...,PL,de l4glise,12200,Sanvensa,,A,Ecole
W123000564,BANDA LOS PATOS,"pratiquer, promouvoir et enseigner la musique ;",,,Bureau des Fraysses,12110,Cransac,,A,Banda
W123000565,ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE NOTRE-DAME VILLENEUVE,aider l'ecole,,,Rue du Couvent,12260,Villeneuve,,A,Ecole
W123000576,AMICALE SPORT CANIN DECAZEVILLE (ASCD),conseiller et guider ses adhérents dans l'éducation de leurs chiens pour que ceux-ci s'intègrent bien dans l'environnement social ; assurer la promotion et la bonne pratique des activités canines reconnues par la société centrale canine pour permettre le développement des aptitudes des différentes races afin que les chiens soient mieux en mesure de participer aux épreuves et concours organisés par la société centrale canine et par ses membres,,,,12300,Decazeville,,A,Guider
W123000581,ASSOCIATION DE PARENTS D'ELEVES DU COLLEGE ST DOMINIQUE ET DE L'ECOLE ST JEAN BAPTISTE,aider le college,,,,12270,La Fouillade,,A,Ecole
W123000590,"ASSOCIATION DES PARENTS D'ELEVES 
ECOLE STE CROIX","promouvoir et gérer (directement ou en participation) dans l'intérêt des élèves et de leurs familles toutes manifestations et/ou organismes, scolaires et/ou périscolaires de caractère éducatif, culturel et sportif",,,,12260,Sainte-Croix,,A,Ecole
W123000591,ASSOCIATION DES JEUNES 2KZ,"réunir les jeunes de toutes cultures et de tous horizons et au-delà des jeunes, toute personne attachée à ses objectifs ou intéressée par ses activités; persuadée que l'éducation se poursuit en dehors de l'école et tout au long de la vie, l'association entend développer des activités sportives, artistiques et culturelles pour tous ses membres, ancrée dans sa cité, l'association entend développer la citoyenneté active de tous ses membres",5,RUE,Clémenceau,12300,Decazeville,,A,Long
W123000649,ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE MARCEL PAGNOL DE COMBES,aider l'école,,,Combes,12110,Aubin,,A,Ecole
W123000673,FOYER DES JEUNES DE COMPOLIBAT,"but récréatif : aménager dans un cadre communal, un centre éducatif ouvert à tous les membres de la communauté domiciliés ou ayant des attaches dans le périmètre qui est celui de l'association ; organiser les loisirs de la communauté (éducation physique et sportive, théâtre, voyages ; renforcer par tous les moyens la solidarité morale de tous les habitants",,,Le Bourg,12350,Compolibat,,A,Ouvert
W123000674,CLUB DE L'AMITIE DE CAPDENAC-GARE,"organiser les loisirs des personnes adhérentes en les orientant si possible vers un but culturel (réunions amicales, jeux, cinéma, culture physique, activités artistiques manuelles, excursions, voyages découverte, promenades etc",,,Avenue Albert Thomas,12700,Capdenac-Gare,,A,Gare
W123000675,ORGANISME DE GESTION DES ECOLES CATHOLIQUES DE ST DOMINIQUE LA FOUILLADE (OGEC),gestion de l'ecole,,,,12270,La Fouillade,,A,Ecole
W123000708,AQUI EVENTS,"étude et organisation d'évènements populaires et culturels, de spectacles, d'expositions et de toutes manifestations prenant appui sur le potentiel de création et sur les ressources artistiques, culturelles, linguistiques des pays de l'arc européen pyrénées-méditerranée : aragon, catalogne, baléares, languedoc-roussillon et midi-pyrénées",64,CHEM1,du rescondut,12200,Villefranche-de-Rouergue,,A,Midi
W123000727,CONSEIL LOCAL DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE LABASTIDE L'EVEQUE,"gerer la cantine, participer a la vie scolaire",,,Le Bourg - La Bastide l'Evêque,12200,Le Bas Ségala,,A,Ecole
W123000731,ASSOCIATION U.S.E.P. ECOLE PIERRE RIOLS,"former â la responsabilite, au civisme, â l'autonomie par la pratique d'activite physiques, sportives de pleine nature socioculturelles, dans le cadre d'un fonctionnement democratique, contribuer â l'education globale des enfants",,,,12700,Capdenac-Gare,,A,Ecole
W123000736,CONSEIL DES PARENTS D'ELEVES ECOLE PUBLIQUE PREVINQUIERES,"veiller à la défense des intérêts matériels et moraux de l'école laïque, représenter les parents auprès des pouvoirs publics et agir légalement en leur nom, les documenter sur tout ce qui concerne la vie et l'orientation des enfants, organiser les manifestations extra scolaires servant à alimenter les finances de l'association",,,Le Bourg,12350,Prévinquières,,A,Ecole
W123000746,ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE PUBLIQUE JEAN LAFON DE LA FOUILLADE (A.P.E.),"sa première fonction est de regrouper l'ensemble des parents d'élèves afin de formuler des voeux concernant des idées, des solutions, des actions, des moyens matériels et financiers souhaitables pour l'épanouissement de tous les enfants, sans en privilégier aucun et tout en étant respectueux de chaque famille ; elle a aussi pour mission de financer des projets émis par les équipes pédagogiques, par exemple les voyages scolaires, les sorties piscine, le cinéma... et d'assurer quelques nécessités matérielles",19,RUE,de l'Occitanie,12270,La Fouillade,,A,Ecole
W123000754,"LOU MOULI DEL BENT, RESIDENCES SERVICES","adapter la résidence services à l'accueil des personnes dépendantes, soumettre l'établissement à la règlementation habitation et à la règlementation des établissements recevant du public pour des parties communes, permettre de continuer à vivre de manière indépendante dans cette résidence services en bénéficiant d'un environnement sécurisé",4,RUE,du parc de Jaunac,12220,Montbazens,,A,Bent
W123000755,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE JEAN MOULIN DE DECAZEVILLE,"organisations de kermesses, spectacles afin de financer les dépenses extra-scolaires",2,RUE,Jean Moulin,12300,Decazeville,,A,Ecole
W123000769,KARAM KRIYA ORGANISATION,"favoriser le développement et l'épanouissement de l'être humain dans sa globalité, grâce à la promotion et la transmission de karam kriya (numérologie appliquée) : l'étude des chiffres à travers la vie et de la vie à travers les chiffres, par l'enseignement, la formation, la pratique, la recherche et les consultations, et à travers d'autres activités, conférences et-ou pratiques pouvant enrichir karam kriya",,,"le Bruel,Tournhac",12700,Sonnac,,A,Karam
W123000793,ASSOCIATION D'USAGERS POUR LA PROMOTION ET LE DEVELOPPEMENT DU RAIL EN MIDI-PYRENEES,defense du service public du rail maintien et developpement de tous les services techniques et humains dans les gares,,,,12200,Villefranche-de-Rouergue,,A,Midi
W123000794,ECOLE DU VILLEFRANCHOIS D'AIKIDO TRADITIONNEL ET DE T-AIKIDO (E.V.A.T.),arts martiaux,,MAS,de fournels,12200,Villefranche-de-Rouergue,,A,Ecole
W123000829,ECOLE MOTO CLUB ROUERGAT,initiation a la moto,,,,12200,Martiel,,A,Ecole
W123000858,ASSOCIATION DE PARENTS DE L'ENSEIGNEMENT LIBRE (APEL) DE LA STE FAMILLE,aide a l'ecole,8,RUE,des cordeliers,12200,Villefranche-de-Rouergue,,A,Ecole
W123000866,ASSOCIATION FAMILIALE FAMILLES DE FRANCE DU VILLEFRANCHOIS,"d'agir pour que les familles disposent d'un environnement favorable à leur épanouissement ; environnement basé sur des principes éthiques, respectueux de tous les membres de la famille, permettant aux parents d'accueillir et d'éduquer le nombre d'enfants qu'ils désirent ; environnement généré par une politique familiale basée sur des prestations, des équipements et services facilitant la vie quotidienne matérielle et financière des familles ; de soutenir, valoriser et accompagner la volonté des hommes et des femmes de s'engager dans un projet familial ; de faire entendre les besoins des familles dans tous les aspects de la vie quotidienne, de faire reconnaître la place des familles comme premiers éducateurs à la vie sociale, à la responsabilité, à la solidarité ainsi que leur contribution au développement de la société, de faire respecter l'ensemble des intérêts moraux et matériel des familles adhérentes",,,,12200,Villefranche-de-Rouergue,,A,Basé
