id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W452017318,"solidarité, convivialité et tolérance au niveau local et à l'international ; échanges culturels riches et divers du Cameroun et de la France ; rencontres entre les personnes en agissant sur tous les leviers possibles qui seraient source d'amélioration des relations humaines de manière responsable ; consolidation du lien social intergénérationnel ; appui et accompagnement aux projets de développement économique, social et culturel du village Grand-Zambi notamment dans les domaines de la formation, de la sauvegarde du patrimoine culturel portés par les habitants",2 allee des galeries 45190 beaugency,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENSAMA,,,2,ALL,des Galeries,45190.0,Beaugency,,AUTRES,1.6180921,47.7856873
W452017355,"soutenir les orphelinats au Cameroun, aider des familles en difficulté, contribuer au développement des hôpitaux et des écoles ;
l'association organisera des évènements culturels et sportifs",104 avenue charles peguy 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION FRANCE-AFRIQUE-TOUS ENSEMBLE 45,,,104,AV,Charles Péguy,45800.0,Saint-Jean-de-Braye,,AUTRES,1.9507664,47.9055945
W452017644,"promotion de la culture et des traditions du peuple Sawa du Cameroun, et le progrès social de ses membres",30 rue du chataignier 45370 mareau-aux-pres,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,NDOL'AESSOKA SAWA,,,30,RUE,du Châtaignier,45370.0,Mareau-aux-Prés,,AUTRES,1.7956457,47.8463813
W452018028,creer des structures socio culturelles et sportives au Cameroun dans un premier temps et en Afrique par la suite,38 rue du nord 45600 sully-sur-loire,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,FONDATION ANGE LISUKE,https://www.facebook.com/Fondation-Ange-lisuke-106703424567478/,https://www.helloasso.com/associations/fondation-ange-lisuke,38,RUE,du Nord,45600.0,Sully-sur-Loire,,AUTRES,2.3648179,47.7622166
W471001507,réunir et soutenir les enfants orphelin du sida au Cameroun,14 rue du docteur labat rez-de-chaussee 47000 agen,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ENFORPHSID,,,14,RUE,du Docteur Labat (RC),47000.0,Agen,,SANTÉ,0.6176112,44.2015827
W471001818,appui aux démunis et orphelins des zones rurales du Cameroun,7 rue des fauvettes 47510 foulayronnes,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ADOZOR FRANCE,,,7,RUE,des Fauvettes,47510.0,Foulayronnes,,AUTRES,0.654045,44.2389894
W471003054,réunir et aider les enfants de la rue au Cameroun,8 impasse delacourtie 47000 agen,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L'AFRICAINE,,,8,IMP,Delacourtie,47000.0,Agen,,AUTRES,0.6272137,44.2009864
W471003583,soutenir l'éducation des orphelins dans la région du Sud Cameroun ; distribuer des manuels scolaires ; parrainer des enfants en difficulté scolaire ; favoriser l'accès aux soins et à l'éducation dans les zones rurales ; distribuer du matériel médical ; distribuer des vêtements et chaussures aux personnes nécessiteuses ; distribuer des jouets aux enfants ; promouvoir la culture du Sud Cameroun avec l'apprentissage de certaines dans folkloriques du Sud Cameroun,280 chem1 de boussorp 47340 la croix-blanche,Lot-et-Garonne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION BULU DE FRANCE (ABF),,,280,CHEM1,de Boussorp,47340.0,La    Croix-Blanche,,AUTRES,0.6928928,44.29508
W472000970,"venir en aide à l'intégration et étude de la langue française, orienter et porter assistance aux personnes individuelles, couples ou familles, aider les enfants orphelins et handicapés au Cameroun",lieu-dit saint-benoit 47200 birac-sur-trec,Lot-et-Garonne,Nouvelle-Aquitaine,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,MONDO ASSOCIATION 47,,,,LD,Saint-Benoît,47200.0,Birac-sur-Trec,,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,0.2652778,44.4869444
W472001057,"aides humanitaires diverses; dons de matériels scolaires (livres, cahiers, crayons,...) et suivi scolaire pour les enfants des écoles primaires du village de Menoua Bafou au Cameroun et ses environs; rénovation et amélioration des structures scolaires; accompagnements vers une formation professionnelle pour les jeunes de Bafou et ses environs; création de diverses structures dans le domaine de l'agriculture pour promouvoir et développer les plantations de fruits et légumes avec l'aide de la communauté locale (apprentissage de l'agriculture, semence, labours...) et créer diverses structures agricoles (canaux d'irrigation, réserves d'eau, ...); enrayer la désertification de la population africaine par le biais de diverses formations professionnelles pour les jeunes de Bafou et des environs",22 rue des droits de l'homme 47400 tonneins,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSO MENOUA BAFOU 47,https://fr-fr.facebook.com/AMENBAF/,https://www.helloasso.com/associations/asso-menoua-bafou-47,22,RUE,des Droits de l'Homme,47400.0,Tonneins,,AUTRES,0.3091667,44.3905556
W472005589,"cette association a pour objet d'apporter une aide matérielle et humaine aux populations vivant dans le département de la Lékié au Cameroun ; Elle aura notamment pour objectif d'acheminer et fournir du matériel médical, ainsi que du matériel scolaire ou informatique, d'aider à la réfection de certains bâtiments, et de former les professionnels des établissements ciblés en fonction de leurs demandes ; Pour cela, l'association pourra organiser des collectes d'objets, des levées de fonds, ainsi que la vente de produits ou de services ;
L'association Solidarités Lekié est apolitique et non religieuse ;",279 route de l'aerodrome 47200 fourques-sur-garonne,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOLIDARITÉS LEKIÉ,,https://www.helloasso.com/associations/solidarites-lekie,279,RTE,de l'Aérodrome,47200.0,Fourques-sur-Garonne,,AUTRES,0.1612739,44.4681501
W473002355,"valoriser et perpétuer la culture Bamileké en France et ailleurs ; accueil des primo-arrivants, aide pour les démarches administratives et ou juridiques, hébergement, nutrition, santé globale ; soutenir la population Bamiléké au Cameroun aux travers de projets d'urbanisation et d'actions dans les domaines variés : scolaire médical sportif ; promouvoir l'assistance et la solidarité entre les membres ; mutualiser les efforts pour développer des projets avec des associations analogues ;",44 rue pierre loti 47520 le passage,Lot-et-Garonne,Nouvelle-Aquitaine,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,POALAH47,,,44,RUE,PIERRE LOTI,47520.0,Le Passage,,AUTRES,0.5990488,44.1876218
W491000623,Mettre en place un projet de solidarite avec la province du littoral au Cameroun,23 rue tarin 49100 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LA MAISON LOGSENG,https://fr-fr.facebook.com/maison.logseng/,,23,RUE,Tarin,49100.0,Angers,,AUTRES,-0.544999,47.4684348
W491001441,Echanges entre la France et le Cameroun,40 avenue notre-dame du lac 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ALBERT KAMGUEM,,,,,40 avenue Notre-Dame du Lac,49000.0,Angers,,ÉDUCATION  FORMATION,-0.5830724,47.4753138
W491014167,"divertir la jeunesse angevine et du département du Maine-et-Loire à travers l'organisation de spectacles et le conseil en organisation de manifestations festives et culturelles. Informer et sensibiliser la population angevine et du département du Maine-et-Loire sur des problèmatiques et causes sociales, sociétales, humanitaires et environnementales. Accompagner les collectivités, les associations et les entreprises dans leur campagnes à vocation sociale, sociétale, humanitaire et environnementale. Electrifier et fournir en eau potable les villages en Afrique (Cameroun,..)",1 rue du lutin 49100 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,RAYON D'OR SLOGAN : ICI C'EST ANGERS,,,1,RUE,du Lutin,49100.0,Angers,,AUTRES,-0.5375332,47.4770827
W491014221,"récolter des fonds pour les soins de Kelly Ngaye une grande brûlée au Cameroun (Douala) ; au cas ou les fonds récoltés seraient en surplus, ils serviraient à d'autres brûlés",13 rue marcelin berthelot 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SAUVEZ KELLY,https://www.facebook.com/sauvezkelly/,,13,RUE,Marcelin Berthelot,49000.0,Angers,,AUTRES,-0.571799,47.4458608
W491014664,faire découvrir la cuisine africaine à travers des manifestations ; aider à la scolarité des enfants de la rue (Congo et Cameroun),10 b rue david d'angers 49100 angers,Maine-et-Loire,Pays de la Loire,INTERVENTIONS SOCIALES,PROMOUVOIR L'ART CULINAIRE AFRICAIN,https://www.facebook.com/Promouvoir-lart-culinaire-Africain-162491434110552/,,10 B,RUE,David d'Angers,49100.0,Angers,,ACTION SOCIOCULTURELLE,-0.5504414,47.4718576
W491019517,"la scolarisation:fournitures scolaires, divers équipements (bureaux, banes, classeurs, dictionnaires...) travaux de sélection
la distribution de vêtements, de jouets, dans les écoles et les orphelinats
le parrainage d'enfants ou de familles
l'aide aux dispensaires à travers des dons de matériel, de médicaments
construction de cases de santé, wc, cantine scolaire, puits...etc
formation des habitants aux gestes de premier secours",7 rue louis boisrame 49000 angers,Maine-et-Loire,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ANJOU SOLIDARITÉ CAMEROUNAISE POUR MFIDA,,https://www.helloasso.com/associations/anjou-solidarite-camerounaise-pour-mfida,7,RUE,Louis Boisramé,49000.0,Angers,,AUTRES,-0.5857855,47.4761509
W492000790,venir en aide aux enfants et aux jeunes qui sont récupérés et pris en charge par les centres Kentaja bases au Cameroun,14 rue barbotin 49120 saint-georges-des-gardes,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES AMIS DE LA KENTAJA,https://fr-fr.facebook.com/amisdelakentaja,https://www.helloasso.com/associations/les-amis-de-la-kentaja,14,RUE,Barbotin,49120.0,Saint-Georges-des-Gardes,,SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX,-0.7564017,47.1473456
W492000900,association humanitaire à but éducative dans les pays en voie de développement comme par exemple le Cameroun en juillet 2010,12 square costes etage bellonte 49300 cholet,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L' ASSOC ' SE REMUE,,,12,SQ,Costes et Bellonte,49300.0,Cholet,,AUTRES,-0.8801349,47.0617293
W492002871,"solidarité internationale en Afrique centrale et plus particulièrement au Cameroun, par l'installation de technique facilitant l'accès à l'eau potable et l'assainissement ; aide au développement scolaire et sanitaire par la création d'écoles et structures de santé et de toutes aides susceptibles d'aider au développement durable en milieu rural",lieu-dit la cribolliere 49122 le may-sur-evre,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,EYING,,,,LD,la Cribollière,49122.0,Le    May-sur-Èvre,,AUTRES,-0.8917359,47.1377641
W492007602,"défendre l'ex première dame Camerounaise Germaine Ahidjo Habiba face aux injustice qu'elles subit ; elle exerce toutes les activités et accomplit toutes le opérations tendant à réaliser cet objet, en France, dans l'Union européenne et à l'étranger ;",3 rue pasteur 49340 nuaille,Maine-et-Loire,Pays de la Loire,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,TOUS POUR GERMAINE AHIDJO,,,3,RUE,Pasteur,49340.0,Nuaillé,,AUTRES,-0.794132,47.0960731
W493002166,"aider la population locale en précarité par le biais d'une épicerie solidaire et d'un espace de vente de vêtements, chaussures, mobilier, objets et électroménagers de seconde main, à prix coûtant. Aussi, être référencé par des assistantes sociales pour délivrer gratuitement des "" colis d'urgences "" ( nourriture et vêtement et fournitures scolaires ) pour toute personne dans le besoin. Nous offrons une seconde chance aux personnes éloignées du monde du travail par l'insertion. Au delà de l'aide, nous serons un espace d'écoute et de paroles pour chacun. Sur le long terme, nous envisagerons d'envoyer des biens matériels ( fournitures scolaires, vêtements ) vers le Cameroun pour les enfants orphelins.",1 square des joncheres appartement 311 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ETOILES DE L'ESPERANCE ( EDE ),,https://www.helloasso.com/associations/etoiles-de-l-esperance,1,SQ,des Jonchères - appartement 311,49000.0,Angers,,AUTRES,-0.5515588,47.4739884
W502002615,"récupérer du matériel pour toute personne ayant un quelconque handicap ; participer à la réinsertion de toute personne en situation d'handicap ou en difficulté sociale ; écouter, sensibiliser, former les jeunes face aux défis du millénaire ; rassembler les gens autour d'un idéal de fraternité ; axer son action principale au Cameroun",36 bis rue marcel sembat 50120 equeurdreville-hainneville,Manche,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PALYROM,https://www.facebook.com/people/Association-Palyrom/100064403274178/,,36 Bis,RUE,Marcel Sembat,50120.0,Équeurdreville-Hainneville,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),-1.687764,49.6588248
W502004156,organiser les relations de jumelage entre la paroisse Sainte Marie du Cotentin et la paroisse Saint Jean Bosco de Bafoussam (Cameroun) ; aider financièrement les participants à des rencontres entre les deux paroisses et financer des actions de solidarité en faveur de la paroisse Saint Jean Bosco ; organiser des activités diverses de nature à lui permettre de réunir les fonds nécessaires à ces buts,47 rue ferdinand buisson 50100 equeurdreville-hainneville,Manche,Normandie,ACTION SOCIOCULTURELLE,BAFOUSSAMITIE,https://www.facebook.com/Association-BafoussAmiti%C3%A9-728332793959209/posts/,,47,RUE,Ferdinand Buisson,50100.0,Équeurdreville-Hainneville,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.6794482,49.6568843
W503002030,"aider au développement de Moya, commune située au Cameroun, par tous moyens dans tous les domaines dont l'éducation des enfants et des adultes, l'aide à la réalisation de projet micro-économique, l'hygiène, la viabilisation de la commune et la mise en place d'équipements élémentaires pour favoriser le bien-être des habitants",8 rue charles lefebvre 50580 denneville,Manche,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AIDE AU DEVELOPPEMENT DE MOYA,,,8,RUE,Charles Lefebvre,50580.0,Denneville,,AUTRES,-1.6606292,49.3125362
W503002225,"entraide et partage au sein des membres de Amical Sans Rancunes de Basse Normandie et élargir cette entraide au niveau international afin de recueillir des dons ici (du matériel scolaire, des vêtements pour enfants et adultes et des lunettes de vue), ce matériel servira et sera destiné en Afrique, en particulier au Cameroun, où nous avons déjà pris contact avec certaines structures qui travaillent au service des enfants et des personnes âgés, de préférence en zone rurale",2 bis rue du mont hugon 50200 monthuchon,Manche,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICAL SANS RANCUNES BASSE NORMANDIE,,,2 Bis,RUE,du Mont Hugon,50200.0,Monthuchon,,AUTRES,-1.4241155,49.0820183
W511001973,"favoriser l'accès des enfants abandonnés et orphelins à l'éducation et aux soins, leur donnant ainsi la possibilité de se livrer à des activités éducatives, culturelles, d'exprimer leurs talents ; gérer, animer, promouvoir, soutenir et favoriser la création et le développement d'activités d'ordre social, familial, médico-social et culturel dans la commune de Bafia (Cameroun) ; favoriser le débat sur tout sujet de société, ainsi que l'échange culturel Nord-Sud entre les enfants de Bafia et de France",20 rue de cancale 51000 chalons-en-champagne,Marne,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION SOCIO-SANITAIRE ET CULTURELLE ETOILES D'AVENIR,,,20,RUE,de Cancale,51000.0,Châlons-en-Champagne,,AUTRES,4.3422669,48.9443772
